0,0.0
1,-1.38787407711922
2,-3.252774878128681
3,-5.445258942282315
4,-7.87646382921562
5,-10.4774220438447
6,-13.308737237315906
7,-16.241597534293792
8,-19.28329177729719
9,-22.321569379496275
10,-25.47521322982194
11,-28.632481296093275
12,-31.80570711582379
13,-35.10653961704808
14,-38.40054557946498
15,-42.008020332723646
16,-45.33606103590966
17,-49.03953528635787
18,-52.611088436598294
19,-56.210448615454624
20,-60.06932981429164
21,-63.90440092094511
22,-67.52918310403749
23,-71.35242390851552
24,-75.75149534417187
25,-79.61513779131704
26,-83.09134173300235
27,-87.34197409765565
28,-91.86059984733686
29,-95.48527307594101
30,-99.11285377380756
31,-102.98837271967683
32,-107.40830289938503
33,-111.3380229002739
34,-116.27244971329004
35,-119.92823465948963
36,-124.95148719755396
37,-128.92890036377588
38,-133.240178630524
39,-137.22140811671986
40,-141.54891070756793
41,-145.2007355745617
42,-149.02104847403842
43,-153.56537501468162
44,-156.6110419411061
45,-161.7326644523318
46,-166.5081950228943
47,-169.23926022769078
48,-174.42728753606207
49,-178.38171413509366
50,-182.98705562953631
51,-188.06132383430557
52,-192.46935142034718
53,-198.0883455034786
54,-202.31473125747368
55,-205.80066204427658
56,-208.78563904840578
57,-214.04249002813063
58,-217.52919044248276
59,-222.8293558189454
60,-227.08108911898225
61,-232.15568516998871
62,-235.84588653838637
63,-238.1345819256754
64,-242.6815095573507
65,-246.94536913598887
66,-253.28315626151334
67,-257.5624676928411
68,-261.54627147656504
69,-265.5366960848912
70,-269.2205144931011
71,-271.61781674492596
72,-279.1488887384917
73,-283.77830972083643
74,-286.74670057450135
75,-290.39041792070907
76,-295.05158075102736
77,-298.3294028156566
78,-304.04693523536605
79,-309.7978552656038
80,-314.11547314636147
81,-316.94174641055383
82,-322.3507287354628
83,-328.1619004174732
84,-332.4574827511534
85,-335.58822509875216
86,-339.4999133191867
87,-343.41112151936795
88,-347.3275964988343
89,-352.03503818294996
90,-355.9297837035609
91,-363.1210296542015
92,-365.32554084333253
93,-370.0419673688241
94,-372.2101093653041
95,-378.21011286523145
96,-384.25363190434194
97,-388.1168227318434
98,-391.9741949650496
99,-395.8309222345885
100,-399.225037229871
101,-401.2271419227945
102,-405.0492621430445
103,-408.87025209999473
104,-408.57666594120514
105,-411.9505542586489
106,-414.8709584858648
107,-419.1531648675333
108,-421.10922401898534
109,-424.9035842341425
110,-427.76990234858704
111,-431.0976813314617
112,-434.4127463750671
113,-437.24309997643303
114,-442.4469347491111
115,-443.82245536517445
116,-446.626120287669
117,-448.45574616391525
118,-454.61413831769676
119,-459.3248717257412
120,-461.07321873313276
121,-462.8106694042463
122,-466.5146767607059
123,-471.21281452021066
124,-477.4221165926712
125,-477.5943613994423
126,-484.3475599467534
127,-489.59862430825615
128,-493.30262964186215
129,-496.4554029486514
130,-501.7123966339867
131,-508.0459041001391
132,-512.780474310262
133,-516.4400724270544
134,-520.0838841044933
135,-524.2692538645223
136,-525.7125617817647
137,-529.3472234197668
138,-530.2196344879118
139,-534.3877208793845
140,-539.120473921233
141,-542.736151773488
142,-545.7934779093524
143,-549.9826429233749
144,-555.8810057643108
145,-556.6392712549501
146,-558.5608945374544
147,-558.7913786056718
148,-560.7404556861172
149,-565.5264915870904
150,-568.593208681571
151,-573.956064735076
152,-574.6912623363734
153,-576.0085975186222
154,-582.5249938695046
155,-586.7348776818731
156,-591.5331575283011
157,-594.5443204228312
158,-599.337736180523
159,-602.9292775554914
160,-609.532145552829
161,-612.508457859347
162,-616.069798276918
163,-616.5848400956932
164,-619.5362154210355
165,-621.8721454205269
166,-627.8894055458952
167,-633.3140675695929
168,-637.5103572643204
169,-639.202658602739
170,-641.5375536350699
171,-645.7355151323756
172,-649.9209928364662
173,-654.7409918288138
174,-659.5714990342548
175,-663.1079970342146
176,-665.9887220459267
177,-670.1564279790043
178,-669.1335582310717
179,-673.2947160834854
180,-676.805539981091
181,-679.6665148159977
182,-682.5281108669701
183,-684.7403996160037
184,-689.5471849687392
185,-696.3356559719975
186,-695.8227998327342
187,-701.9384797442182
188,-702.7347743218156
189,-706.1865957822871
190,-708.9766209326963
191,-713.7595722963629
192,-717.1982302534669
193,-719.9502302401324
194,-723.3524898130969
195,-727.4234496154321
196,-732.8549410034124
197,-737.5964648700912
198,-743.0233348510221
199,-745.667533433236
200,-753.2163006213007
201,-755.8278896911868
202,-758.4351797299688
203,-760.3362315818742
204,-765.7839763611662
205,-771.9564773384129
206,-773.090611739383
207,-772.0864768058653
208,-776.7915440593683
209,-781.4946969200109
210,-786.2084772612557
211,-786.5722278241072
212,-786.9506210146961
213,-793.84849221565
214,-798.5679941079383
215,-801.8233098031141
216,-802.1399266125484
217,-804.6437781306743
218,-808.5891530883575
219,-808.1460567483767
220,-810.6333840857882
221,-810.9220819684585
222,-814.8555311901923
223,-815.8649991172654
224,-824.2030038594844
225,-822.2249647035326
226,-824.677294818745
227,-822.0097352679361
228,-827.3702649985303
229,-831.9895327480756
230,-831.4569613740341
231,-836.7858199902726
232,-839.9139273825953
233,-840.0910067631065
234,-840.2857545490427
235,-840.5035732332431
236,-848.7891216109051
237,-852.6548736797265
238,-852.0742283415312
239,-856.6771481192984
240,-860.5393389978816
241,-856.2519430903648
242,-863.0686278765228
243,-866.1722803004462
244,-866.3080689246331
245,-870.1552960205692
246,-879.2533391071001
247,-880.8355727856759
248,-889.2429337615762
249,-896.936928617251
250,-900.7801345220665
251,-904.6198090278593
252,-906.8949983629623
253,-909.1661994182524
254,-909.1095456594907
255,-911.3825304055641
256,-917.557785362738
257,-920.5994813350427
258,-923.6342137506525
259,-926.6559378160582
260,-932.8285660523972
261,-938.9967463475411
262,-941.9894557093338
263,-940.9777662531855
264,-943.9569621593066
265,-949.3398757059095
266,-949.8998693671344
267,-958.4906335739785
268,-953.3876499418353
269,-953.1639412886402
270,-958.5255130710173
271,-963.073608436852
272,-966.001138905918
273,-971.3666306038577
274,-980.823273593291
275,-978.8329364388006
276,-982.588965737471
277,-983.0688728791698
278,-984.3458884390286
279,-989.728208947894
280,-991.8288574580954
281,-990.6531434478726
282,-999.316993154572
283,-999.7507789387557
