cell_id,type,x,y
0,2,25.78000940082339,51.06005020627469
0,2,56.59742626366092,36.896492598549756
0,2,24.141849804644952,32.021001009475015
0,2,42.70973872520919,57.94695030054158
0,3,41.94577970801795,57.70837931335824
0,2,51.33767561228835,58.404602958056955
0,2,57.36855784760595,11.602632181651714
0,2,58.30908131532093,26.754946670988097
0,2,59.33195681171039,54.995247013241936
0,2,56.35435938564923,34.732059821552554
0,2,43.71955019074547,16.9037056342076
0,2,41.152911357785825,1.62123106299738
0,2,56.85020774887786,43.1171958290713
0,2,57.28992197077395,7.865063696214644
0,2,61.42212869762455,54.03575065051411
0,3,21.664101306219088,32.60645271466353
0,3,51.57634028863621,56.30770235461356
0,3,59.506170197431594,63.015969186446874
0,2,60.086977019261106,25.824487364638273
0,2,9.443112933804999,67.0032382715044
0,2,41.80345649523472,43.75321197247289
0,1,11.676986734358957,28.646787857374065
0,2,48.499695830895,26.881545982728436
0,1,3.613819760370468,22.455919874780644
0,2,57.955152059117474,31.786975348077167
0,3,31.784516768392326,50.41815431252641
0,2,46.83592452324689,19.23823876968423
0,2,24.42040226349712,50.65579102570183
0,3,56.8114475736337,51.52521227989039
0,2,69.33147944155952,27.229672933609173
0,2,65.95049077400404,8.774628908339599
0,2,12.142345318942738,53.810506657252276
0,2,29.95400915290956,54.877895354708095
0,2,18.120792393034122,65.68636878947795
0,2,65.59526174238458,63.742247790489394
0,2,34.105837666379095,46.36610914017174
0,2,27.89526534651701,35.26366880176921
0,2,65.46602064556576,43.55319958283317
0,1,23.66409452418924,19.252911094350424
0,2,13.283511963359128,9.81928869168564
0,3,27.308241099764583,45.44931411303492
0,2,63.82742709134562,8.45068812822998
0,2,49.46344225838734,15.93259741887575
0,2,59.05681765256946,3.069064148113785
0,2,45.14498478889061,37.08321911599027
0,2,30.60846503092023,40.137536485666324
0,1,24.37355435507249,12.703884672304701
0,1,33.861098424667496,11.096764413217873
0,3,63.76992731184729,37.129813124404485
0,2,66.37411984405863,40.33276564624757
0,2,34.29094548011061,34.3111894315619
0,3,28.496643609073246,57.80302076376187
0,2,9.72529620641983,69.63268322597762
0,1,6.538865490906645,35.86659542070702
0,1,27.383087492476825,12.721844308050605
0,2,28.613000211728867,31.493419597820765
0,2,55.15234090557386,2.018394155688677
0,2,66.12058568981826,9.708049740392308
0,2,35.95076432230124,51.86151361755481
0,3,65.3679457530988,48.99405419086996
0,2,19.224363670980992,45.35473629821298
0,2,29.56734421479634,33.53443963302216
0,1,6.062522523684432,39.13625854436955
0,2,41.465971088839325,0.2687129406611817
0,2,51.09724238861089,25.29122212600108
0,2,19.975028980227396,60.283255899333945
0,2,42.49780392140003,26.87544884425761
0,2,31.94203614378465,39.98919427756266
0,1,6.067661616241179,36.46659727471864
0,2,57.83490740809114,17.928110069474414
0,2,56.211053729495255,5.621189667245069
0,2,48.42874125103069,65.40976791460199
0,2,34.47943253816216,21.947240675431114
0,2,15.213916612558076,55.79623251914008
0,2,20.896452111159736,51.776218120196546
0,3,64.58618259148568,48.24152198116593
0,2,58.781565660599675,32.4028201302398
0,2,11.544114941036183,1.5982067692013204
0,2,52.90872631871095,33.53863081561336
0,2,35.41386204540044,57.11073041987269
0,2,32.756358944661606,43.46814138583708
0,3,27.2450637036307,52.88239609007541
0,2,64.05477075628276,10.661677174445185
0,2,20.788232489130415,58.2352450465888
0,2,25.59624258030258,49.720551152615734
0,2,1.9135285652436593,2.4558532064863754
0,2,36.65223211424358,51.39107875304415
0,3,41.54419881631069,59.79676083530944
0,3,27.236712788801732,34.60206585545874
0,2,24.713414735507282,29.17913196154314
0,2,69.57889290637796,65.37205912447696
0,2,57.29868309002913,14.018547186147336
0,2,58.94076844348616,36.28932628784821
0,2,58.04034244019548,19.405964706475725
0,2,2.3583977166802237,8.914834032529077
0,2,23.60258003545869,68.35357058646798
0,3,52.10628470164696,18.09455546302173
0,2,44.25763045576538,2.022610376754564
0,2,56.09028301271183,4.70784387245511
0,2,39.01676228314845,62.94881468053686
0,2,44.90299739953985,48.47585834469139
0,2,58.799277635784996,55.6453650149683
0,1,4.391939756782093,30.770825538961336
0,2,47.97509382557543,37.35980623344804
0,2,62.85331613545776,49.022829526576245
0,2,22.993519237567195,51.09868361536608
0,3,51.720647935559,53.94816779402579
0,2,53.95247445628645,15.152811509304788
0,2,68.13764264482674,53.14925302017744
0,2,14.819389938209246,58.391778407096254
0,3,25.35730667821849,34.607022569036396
0,2,10.350393305209588,11.226261994605577
0,2,56.0942579432075,0.06012625988567689
0,2,57.99846060837058,4.389303282379191
0,2,0.839262452012906,3.717952468428292
0,2,0.5815143093690804,68.48564379197475
0,2,59.317660278401874,47.73290272697548
0,1,16.172135653281604,28.131077582186016
0,2,41.63475963487307,23.171319798801193
0,2,52.513733191078636,22.155725729012918
0,2,68.00521974696396,25.024340273884384
0,2,21.516032773637562,67.00314833248308
0,2,23.72362244913469,66.76451067373732
0,2,43.99085390784829,29.714092708894434
0,2,18.263923682307183,66.58507889665655
0,3,48.77269508076888,62.22753123101088
0,2,0.7031880369373751,69.96162705127405
0,2,51.858527808125686,39.38731946852914
0,2,62.54758534132784,68.15180652594009
0,3,27.885421685822543,55.87325389757687
0,2,58.35861870188749,56.314100992241656
0,2,54.174869493229735,24.53477045537495
0,3,64.14797151359485,36.17374265119619
0,3,35.2905010216846,47.792143478548155
0,2,46.997910380587534,33.905599990417755
0,2,54.543903772137924,5.679798427860572
0,2,53.96616787110005,19.02114443139976
0,2,53.71411691578562,33.531136402866785
0,2,3.885001031980224,67.34941818729615
0,2,34.91832497994441,64.15933374958153
0,3,60.9025854065954,66.7511318949009
0,2,32.03584868174498,43.279231156066515
0,3,41.67140674730981,66.6255923829801
0,2,15.295471407113482,62.57024520791497
0,2,55.47625140745667,3.06284091091916
0,2,20.620449803263217,66.77114363839566
0,3,51.1501872122942,15.295140145779532
0,2,51.11505405177462,29.912555375755655
0,2,18.49574327400845,63.39526409806619
0,3,11.002586415573127,58.657787831989666
0,2,32.15102584327603,35.022739887979064
0,2,33.795672853449084,55.64257381737014
0,3,21.867799986080005,53.56839809500351
0,2,17.470694305831906,55.76464539556486
0,2,1.5704498785070387,67.60663630475484
0,2,69.09447232920498,40.01773109743126
0,2,32.98045016057817,23.497307934144136
0,2,53.968486936534056,65.7240243544391
0,2,52.88172376790653,3.7969190932299393
0,2,31.506946483481702,29.486817527713924
0,2,62.80080061843481,48.27036202556523
0,2,51.925798145720925,47.64080747638416
0,2,28.016864460188486,54.85859840422643
0,2,55.650039971775456,18.819097214315622
0,2,66.63412874566797,4.699073382998759
0,2,37.50396340028672,53.90226241358808
0,2,69.58637108660767,28.176415051053876
0,2,30.8991976137422,37.38437454870976
0,2,68.93766919327308,20.849288930413863
0,2,1.8334138546694978,3.66103465481678
